2024-12-23 12:46:28,0.00 l/min
2024-12-23 12:46:28,0.00 l/min
2024-12-23 12:46:28,0.00 l/min
2024-12-23 12:46:29,0.00 l/min
2024-12-23 12:46:29,0.00 l/min
2024-12-23 12:46:30,0.00 l/min
2024-12-23 12:46:30,0.00 l/min
2024-12-23 12:46:31,0.00 l/min
2024-12-23 12:46:31,0.00 l/min
2024-12-23 12:46:32,0.00 l/min
2024-12-23 12:46:32,0.00 l/min
2024-12-23 12:46:32,0.00 l/min
2024-12-23 12:46:33,0.00 l/min
2024-12-23 12:46:33,0.00 l/min
2024-12-23 12:46:34,0.00 l/min
2024-12-23 12:46:34,0.00 l/min
2024-12-23 12:46:35,0.00 l/min
2024-12-23 12:46:35,0.00 l/min
2024-12-23 12:46:36,0.00 l/min
2024-12-23 12:46:36,0.00 l/min
2024-12-23 12:46:37,0.00 l/min
2024-12-23 12:46:37,0.00 l/min
2024-12-23 12:46:38,0.00 l/min
2024-12-23 12:46:38,0.00 l/min
2024-12-23 12:46:39,0.00 l/min
2024-12-23 12:46:39,0.00 l/min
2024-12-23 12:46:39,0.00 l/min
2024-12-23 12:46:40,0.00 l/min
2024-12-23 12:46:40,0.00 l/min
2024-12-23 12:46:41,0.00 l/min
2024-12-23 12:46:41,0.00 l/min
2024-12-23 12:46:42,0.00 l/min
2024-12-23 12:46:42,0.00 l/min
2024-12-23 12:46:43,0.00 l/min
2024-12-23 12:46:43,0.00 l/min
2024-12-23 12:46:44,0.00 l/min
2024-12-23 12:46:44,0.00 l/min
2024-12-23 12:46:45,0.00 l/min
2024-12-23 12:46:45,0.00 l/min
2024-12-23 12:46:45,0.00 l/min
2024-12-23 12:46:46,0.00 l/min
2024-12-23 12:46:46,0.00 l/min
2024-12-23 12:46:47,0.00 l/min
2024-12-23 12:46:47,0.00 l/min
2024-12-23 12:46:47,0.00 l/min
2024-12-23 12:46:48,0.00 l/min
2024-12-23 12:46:48,0.00 l/min
2024-12-23 12:46:49,0.00 l/min
2024-12-23 12:46:49,0.00 l/min
2024-12-23 12:46:50,0.00 l/min
2024-12-23 12:46:50,0.00 l/min
2024-12-23 12:46:50,0.00 l/min
2024-12-23 12:46:51,0.00 l/min
2024-12-23 12:46:51,0.00 l/min
2024-12-23 12:46:52,0.00 l/min
2024-12-23 12:46:52,0.00 l/min
2024-12-23 12:46:53,0.00 l/min
2024-12-23 12:46:53,0.00 l/min
2024-12-23 12:46:53,0.00 l/min
2024-12-23 12:46:54,0.00 l/min
2024-12-23 12:46:54,0.00 l/min
2024-12-23 12:46:55,0.00 l/min
2024-12-23 12:46:55,0.00 l/min
2024-12-23 12:46:55,0.00 l/min
2024-12-23 12:46:56,0.00 l/min
2024-12-23 12:46:56,0.00 l/min
2024-12-23 12:46:57,0.00 l/min
2024-12-23 12:46:57,0.00 l/min
2024-12-23 12:46:58,0.00 l/min
2024-12-23 12:46:58,0.00 l/min
2024-12-23 12:46:59,0.00 l/min
2024-12-23 12:46:59,0.00 l/min
2024-12-23 12:46:59,0.00 l/min
2024-12-23 12:47:00,0.00 l/min
2024-12-23 12:47:00,0.00 l/min
2024-12-23 12:47:01,0.00 l/min
2024-12-23 12:47:01,0.00 l/min
2024-12-23 12:47:01,0.00 l/min
2024-12-23 12:47:02,0.00 l/min
2024-12-23 12:47:02,0.00 l/min
2024-12-23 12:47:03,0.00 l/min
2024-12-23 12:47:03,0.00 l/min
2024-12-23 12:47:04,0.00 l/min
2024-12-23 12:47:04,0.00 l/min
2024-12-23 12:47:04,0.00 l/min
2024-12-23 12:47:05,0.00 l/min
2024-12-23 12:47:05,0.00 l/min
2024-12-23 12:47:06,0.00 l/min
2024-12-23 12:47:06,0.00 l/min
2024-12-23 12:47:07,0.00 l/min
2024-12-23 12:47:07,0.00 l/min
2024-12-23 12:47:07,0.00 l/min
2024-12-23 12:47:08,0.00 l/min
2024-12-23 12:47:08,0.00 l/min
2024-12-23 12:47:09,0.00 l/min
2024-12-23 12:47:09,0.00 l/min
2024-12-23 12:47:10,0.00 l/min
2024-12-23 12:47:10,0.00 l/min
2024-12-23 12:47:10,0.00 l/min
2024-12-23 12:47:11,0.00 l/min
2024-12-23 12:47:11,0.00 l/min
2024-12-23 12:47:12,0.00 l/min
2024-12-23 12:47:12,0.00 l/min
